,user,item,rate
229,18886,227,3.0
230,18886,2726,2.5
231,18886,2783,2.0
232,18886,2851,1.0
233,18886,2879,2.0
234,18886,584,3.0
235,18886,589,1.0
236,18886,2171,2.0
237,18886,2188,1.5
238,18886,121,2.5
239,18886,350,3.0
240,18886,420,3.0
241,18886,692,2.0
242,18886,4826,2.5
243,18886,5028,3.0
244,18886,758,3.0
245,18886,919,2.0
246,18886,925,2.0
247,18886,273,2.0
248,18886,311,2.0
249,18886,2068,2.5
250,18886,3478,2.0
251,18886,4930,2.0
252,18886,4966,2.5
253,18886,1170,2.0
254,18886,2042,2.0
255,18886,5080,2.0
256,18886,5150,2.5
257,18886,5220,2.0
258,18886,327,3.0
259,18886,765,3.0
260,18886,962,3.0
261,18886,4990,3.0
262,18886,5134,2.0
263,18886,5281,3.0
264,20359,155,3.0
265,20359,325,3.0
266,20359,1755,2.5
267,20359,2225,3.0
268,20359,1707,2.5
269,20359,2818,2.0
270,20359,4654,2.0
271,20359,4655,3.0
272,20359,4702,1.0
273,20359,4780,1.0
274,20359,5145,4.0
275,20359,617,1.0
276,20359,768,3.5
277,20359,925,1.0
278,20359,958,1.0
279,20359,2072,3.0
280,20359,636,1.0
281,20359,1720,3.0
282,20359,1805,2.5
283,20359,2022,2.5
284,20359,2129,3.0
285,20359,4995,1.0
286,20359,1718,2.0
287,20359,1997,2.0
288,20359,5084,2.5
289,20359,5248,3.0
290,20359,1076,3.0
291,20359,1764,2.0
292,20359,2226,3.0
293,20359,4743,2.5
294,20359,4776,2.5
295,20359,5286,3.0
296,20794,283,2.5
297,20794,532,3.0
298,20794,1891,3.0
299,20794,2937,3.0
300,20794,1874,3.0
301,20794,2722,2.5
302,20794,2763,3.0
303,20794,224,2.5
304,20794,598,2.0
305,20794,1863,3.0
306,20794,2203,2.5
307,20794,2349,2.5
308,20794,4650,2.0
309,20794,1999,2.5
310,20794,5028,3.0
311,20794,947,2.0
312,20794,2038,2.5
313,20794,4729,2.0
314,20794,1661,2.0
315,20794,1729,3.0
316,20794,2011,3.0
317,20794,2064,2.5
318,20794,3519,2.5
319,20794,4841,1.5
320,20794,1133,3.0
321,20794,1196,3.0
322,20794,5120,3.0
323,20794,5238,2.0
324,20794,443,3.0
325,20794,3680,2.5
326,20794,3688,3.0
327,20794,3699,3.0
328,20794,3708,3.0
329,20794,3762,3.0
330,21295,139,1.0
331,21295,2016,4.0
332,21295,2799,3.0
333,21295,3387,2.0
334,21295,145,3.0
335,21295,586,1.5
336,21295,660,3.0
337,21295,606,2.5
338,21295,1863,2.5
339,21295,2203,4.0
340,21295,4456,2.5
341,21295,406,2.5
342,21295,420,4.0
343,21295,633,3.0
344,21295,705,2.5
345,21295,1180,2.0
346,21295,4729,3.0
347,21295,1112,1.5
348,21295,1120,1.5
349,21295,1895,1.5
350,21295,2356,3.0
351,21295,1089,3.0
352,21295,1124,1.0
353,21295,1203,3.5
354,21295,5071,4.0
355,21295,5125,1.0
356,21295,961,2.0
357,21295,970,4.0
358,21295,4749,4.0
359,21295,5176,3.0
360,22962,1742,2.0
361,22962,1776,3.0
362,22962,1865,3.0
363,22962,2856,2.0
364,22962,3555,2.0
365,22962,2159,2.0
366,22962,2798,2.0
367,22962,2868,2.0
368,22962,217,3.0
369,22962,1644,1.5
370,22962,1804,3.0
371,22962,2248,2.0
372,22962,4646,3.0
373,22962,4891,3.0
374,22962,447,3.0
375,22962,4748,4.0
376,22962,642,2.0
377,22962,710,2.5
378,22962,2093,4.0
379,22962,4852,2.5
380,22962,326,2.5
381,22962,1872,3.0
382,22962,2087,3.0
383,22962,2747,2.0
384,22962,3600,1.0
385,22962,4937,1.0
386,22962,1001,2.5
387,22962,1189,2.5
388,22962,1778,2.0
389,22962,5220,2.0
390,22962,1098,3.0
391,22962,3680,2.0
392,22962,3714,3.0
393,22962,3725,3.0
394,22962,5277,3.5
395,22962,5284,2.0
396,23480,126,3.0
397,23480,166,2.5
398,23480,206,3.0
399,23480,616,3.0
400,23480,2827,1.0
401,23480,213,2.0
402,23480,2785,2.0
403,23480,298,1.0
404,23480,1682,1.0
405,23480,2317,1.0
406,23480,4701,3.0
407,23480,1028,3.0
408,23480,4796,1.0
409,23480,650,2.0
410,23480,103,1.0
411,23480,315,1.0
412,23480,1666,2.0
413,23480,2315,1.0
414,23480,5035,2.0
415,23480,1033,2.0
416,23480,1157,2.0
417,23480,2244,1.0
418,23480,5094,2.0
419,23480,5121,2.0
420,23480,407,3.0
421,23480,1727,2.0
422,23480,2727,3.0
423,23480,3659,3.0
424,24164,122,3.0
425,24164,1779,3.0
426,24164,1858,2.5
427,24164,2761,2.0
428,24164,182,3.0
429,24164,588,2.0
430,24164,1698,2.5
431,24164,217,2.5
432,24164,605,1.5
433,24164,2029,1.0
434,24164,4771,3.0
435,24164,371,2.0
436,24164,1839,2.5
437,24164,4838,2.0
438,24164,669,2.0
439,24164,1813,3.0
440,24164,4924,1.5
441,24164,1081,1.0
442,24164,1786,2.5
443,24164,1936,3.0
444,24164,2274,1.0
445,24164,3551,1.5
446,24164,694,3.0
447,24164,1033,3.0
448,24164,1197,2.0
449,24164,1997,1.5
450,24164,5264,3.0
451,24164,569,2.5
452,24164,637,1.0
453,24164,1101,4.0
454,24164,3692,3.5
455,24164,5189,1.5
456,24588,169,3.0
457,24588,1810,2.0
458,24588,2721,2.5
459,24588,2817,2.5
460,24588,2860,2.0
461,24588,136,2.5
462,24588,145,2.0
463,24588,2121,2.0
464,24588,2722,2.5
465,24588,340,1.0
466,24588,673,2.0
467,24588,2349,2.0
468,24588,4614,2.0
469,24588,441,1.0
470,24588,1226,2.0
471,24588,4595,2.0
472,24588,4831,2.0
473,24588,707,1.0
474,24588,4874,2.0
475,24588,1720,2.0
476,24588,2014,2.0
477,24588,2324,2.0
478,24588,3561,2.0
479,24588,5245,2.0
480,24588,1131,2.0
481,24588,1157,2.0
482,24588,1214,2.5
483,24588,1767,1.0
484,24588,5003,2.0
485,24588,5252,2.0
486,24588,838,3.0
487,24588,953,3.0
488,24588,4434,3.0
489,24588,4800,2.5
490,24588,4806,2.0
491,24588,5174,2.0
492,25033,2715,3.0
493,25033,2770,1.5
494,25033,2856,1.0
495,25033,2863,2.0
496,25033,574,3.0
497,25033,1902,3.5
498,25033,2143,3.0
499,25033,1743,1.5
500,25033,1955,2.5
501,25033,4645,3.0
502,25033,350,3.0
503,25033,423,2.5
504,25033,2032,1.0
505,25033,4796,1.0
506,25033,1775,2.0
507,25033,4883,1.0
508,25033,230,1.5
509,25033,672,1.0
510,25033,1175,2.0
511,25033,1770,1.0
512,25033,2114,2.0
513,25033,2839,1.5
514,25033,377,2.5
515,25033,667,1.0
516,25033,704,3.0
517,25033,939,2.0
518,25033,1703,2.0
519,25033,5072,2.5
520,25033,1155,3.5
521,25033,1995,2.0
522,25033,2246,3.5
523,25033,2325,2.0
524,25033,3754,3.0
525,25033,5290,3.0
526,25406,2707,2.0
527,25406,2731,2.0
528,25406,3720,4.0
529,25406,583,2.5
530,25406,2789,3.0
531,25406,2160,2.5
532,25406,4669,3.5
533,25406,4674,2.0
534,25406,4686,3.0
535,25406,4715,3.0
536,25406,179,3.0
537,25406,439,3.0
538,25406,442,3.0
539,25406,2054,4.0
540,25406,652,3.0
541,25406,2333,3.0
542,25406,2793,3.0
543,25406,3615,1.5
544,25406,4952,3.5
545,25406,5000,2.0
546,25406,967,3.0
547,25406,1178,3.0
548,25406,1215,2.5
549,25406,5168,1.0
550,25406,5263,3.0
551,25406,112,3.0
552,25406,921,1.5
553,25406,1789,3.0
554,25406,3725,3.0
555,25406,4510,3.0
556,25931,615,1.5
557,25931,1919,2.0
558,25931,2896,3.0
559,25931,130,3.0
560,25931,165,1.0
561,25931,321,3.5
562,25931,1731,2.0
563,25931,2776,1.0
564,25931,4612,4.0
565,25931,4645,3.0
566,25931,5239,1.5
567,25931,359,3.0
568,25931,415,2.0
569,25931,428,2.0
570,25931,5173,1.0
571,25931,751,3.0
572,25931,959,2.5
573,25931,5186,3.0
574,25931,282,2.5
575,25931,1972,4.0
576,25931,3515,2.5
577,25931,3531,1.0
578,25931,3552,3.0
579,25931,5241,3.0
580,25931,1102,2.5
581,25931,5196,1.0
582,25931,5279,3.0
583,25931,724,4.0
584,25931,3670,2.5
585,25931,4802,2.0
586,25931,4968,3.0
587,26026,162,1.0
588,26026,1755,3.0
589,26026,2893,2.0
590,26026,3420,1.0
591,26026,3621,3.0
592,26026,138,2.0
593,26026,279,1.0
594,26026,4678,3.0
595,26026,4702,1.0
596,26026,4887,1.0
597,26026,4965,2.0
598,26026,427,1.0
599,26026,428,1.0
600,26026,4733,2.0
601,26026,4764,4.0
602,26026,4838,1.0
603,26026,635,1.0
604,26026,1039,1.0
605,26026,4882,1.0
606,26026,2098,3.0
607,26026,2193,3.0
608,26026,3492,1.0
609,26026,4822,1.0
610,26026,4952,3.0
611,26026,5181,4.0
612,26026,1102,2.0
613,26026,5131,1.0
614,26026,5263,1.0
615,26026,299,2.0
616,26026,980,3.0
617,26026,1024,3.0
618,26026,2178,1.0
619,26026,4428,3.0
620,26026,5166,3.0
621,26219,192,1.0
622,26219,2728,3.0
623,26219,2856,1.0
624,26219,2880,3.0
625,26219,108,3.0
626,26219,255,3.0
627,26219,610,1.5
628,26219,1978,3.0
629,26219,2055,3.0
630,26219,298,2.0
631,26219,335,2.0
632,26219,1736,1.5
633,26219,4608,1.0
634,26219,4676,2.0
635,26219,141,1.5
636,26219,179,2.0
637,26219,2054,2.0
638,26219,4753,2.5
639,26219,977,3.0
640,26219,1180,2.0
641,26219,1762,3.5
642,26219,4924,1.5
643,26219,571,4.0
644,26219,2105,1.0
645,26219,2222,1.5
646,26219,2793,1.0
647,26219,4586,1.0
648,26219,1022,1.5
649,26219,1137,3.0
650,26219,1190,3.0
651,26219,2209,2.5
652,26219,744,3.0
653,26219,940,3.0
654,26219,1067,3.0
655,26219,4651,3.0
656,26219,4920,3.0
657,26823,1802,3.0
658,26823,1891,2.5
659,26823,2716,2.0
660,26823,2795,3.0
661,26823,536,3.0
662,26823,2832,3.0
663,26823,328,2.5
664,26823,344,1.0
665,26823,2203,1.0
666,26823,4521,3.0
667,26823,4697,1.0
668,26823,4888,1.0
669,26823,439,3.0
670,26823,446,3.0
671,26823,4759,3.0
672,26823,4805,3.0
673,26823,769,1.0
674,26823,4897,1.0
675,26823,178,2.0
676,26823,1734,3.0
677,26823,1890,1.0
678,26823,3439,2.5
679,26823,3444,3.0
680,26823,922,4.0
681,26823,1167,2.0
682,26823,1227,2.0
683,26823,2527,3.0
684,26823,5097,3.0
685,26823,765,4.0
686,26823,1737,2.5
687,26823,1996,1.0
688,26823,3701,3.0
689,26823,5296,3.5
690,26823,5301,3.0
691,29983,1753,2.0
692,29983,2035,3.0
693,29983,2225,2.5
694,29983,2836,2.0
695,29983,268,3.0
696,29983,549,2.0
697,29983,685,2.0
698,29983,4527,2.0
699,29983,4616,2.0
700,29983,4666,2.0
701,29983,5031,2.0
702,29983,395,3.0
703,29983,692,2.0
704,29983,2231,2.0
705,29983,4759,2.0
706,29983,752,2.0
707,29983,758,2.0
708,29983,2073,2.0
709,29983,1181,2.0
710,29983,2050,2.0
711,29983,2260,2.0
712,29983,3475,2.0
713,29983,4999,2.0
714,29983,5014,2.5
715,29983,1134,2.0
716,29983,1910,3.0
717,29983,1997,2.0
718,29983,5072,3.0
719,29983,5156,3.0
720,29983,976,3.0
721,29983,989,2.0
722,29983,5152,2.0
723,29983,5176,2.0
724,30998,189,3.0
725,30998,1810,3.5
726,30998,2897,3.5
727,30998,3429,1.5
728,30998,3572,1.0
729,30998,3623,1.5
730,30998,593,3.0
731,30998,610,1.0
732,30998,1826,4.0
733,30998,2834,4.0
734,30998,1958,1.5
735,30998,2066,3.5
736,30998,2255,1.5
737,30998,4660,1.5
738,30998,4726,3.0
739,30998,5113,1.5
740,30998,411,4.0
741,30998,416,1.5
742,30998,2054,4.0
743,30998,4819,1.5
744,30998,621,3.5
745,30998,729,3.5
746,30998,1774,3.5
747,30998,1920,4.0
748,30998,2115,3.0
749,30998,2323,3.5
750,30998,5058,1.5
751,30998,967,3.0
752,30998,2002,3.5
753,30998,5099,4.0
754,30998,4791,4.0
755,30998,4990,1.0
756,30998,5092,1.5
757,30998,5283,3.5
758,42514,278,4.0
759,42514,1785,4.0
760,42514,2112,2.0
761,42514,2805,4.0
762,42514,3412,4.0
763,42514,3453,4.0
764,42514,1707,4.0
765,42514,1978,4.0
766,42514,2744,2.5
767,42514,2834,4.0
768,42514,2844,2.5
769,42514,301,2.5
770,42514,581,3.0
771,42514,1868,2.0
772,42514,4621,2.0
773,42514,4629,1.0
774,42514,372,2.0
775,42514,420,4.0
776,42514,447,3.5
777,42514,4579,4.0
778,42514,5254,2.5
779,42514,1027,1.0
780,42514,4924,1.0
781,42514,1152,2.0
782,42514,1848,3.0
783,42514,3539,3.0
784,42514,3751,4.0
785,42514,4893,2.5
786,42514,711,2.0
787,42514,969,3.0
788,42514,1191,3.0
789,42514,2118,3.0
790,42514,5110,3.0
791,42514,5234,2.0
792,42514,1047,2.5
793,42514,1652,1.0
794,42514,2326,4.0
795,42514,3683,2.0
796,42514,3766,3.0
797,45465,180,4.0
798,45465,2182,1.0
799,45465,2258,3.0
800,45465,2777,2.5
801,45465,2833,1.0
802,45465,561,1.5
803,45465,585,1.0
804,45465,191,4.0
805,45465,445,3.5
806,45465,702,3.5
807,45465,4446,2.0
808,45465,4646,1.0
809,45465,358,2.5
810,45465,1839,3.5
811,45465,4735,3.0
812,45465,4759,2.0
813,45465,764,2.0
814,45465,1971,4.0
815,45465,1843,4.0
816,45465,1930,2.5
817,45465,2273,4.0
818,45465,3545,4.0
819,45465,4344,4.0
820,45465,4353,4.0
821,45465,939,4.0
822,45465,1095,1.0
823,45465,1190,4.0
824,45465,294,4.0
825,45465,434,1.5
826,45465,934,1.0
827,45465,981,3.5
828,45465,3724,3.5
829,46471,100,3.0
830,46471,1865,2.5
831,46471,1948,4.0
832,46471,2775,3.5
833,46471,2804,3.5
834,46471,585,3.0
835,46471,597,3.0
836,46471,2818,2.0
837,46471,2868,3.0
838,46471,279,3.0
839,46471,2229,1.0
840,46471,4654,1.5
841,46471,5227,1.5
842,46471,401,1.0
843,46471,4765,2.5
844,46471,2024,2.5
845,46471,4844,1.5
846,46471,1083,3.0
847,46471,1690,2.5
848,46471,2204,4.0
849,46471,2266,2.5
850,46471,4418,3.0
851,46471,5086,2.5
852,46471,699,1.0
853,46471,1191,1.0
854,46471,2126,3.0
855,46471,5115,1.5
856,46471,5221,2.5
857,46471,5251,2.5
858,46471,434,1.5
859,46471,921,1.0
860,46471,3744,1.0
861,46471,4434,2.0
862,46471,5268,3.0
863,48985,2007,4.0
864,48985,2074,1.0
865,48985,2705,1.0
866,48985,2764,1.0
867,48985,2894,2.5
868,48985,255,1.5
869,48985,1773,1.0
870,48985,2121,4.0
871,48985,2844,1.0
872,48985,253,1.0
873,48985,1863,1.0
874,48985,2056,2.0
875,48985,2149,1.0
876,48985,4705,3.0
877,48985,391,2.5
878,48985,411,4.0
879,48985,4766,3.0
880,48985,633,1.0
881,48985,1844,2.5
882,48985,4860,2.0
883,48985,4861,2.5
884,48985,230,1.0
885,48985,1168,2.5
886,48985,1665,2.0
887,48985,2185,1.0
888,48985,2257,3.5
889,48985,1026,4.0
890,48985,1091,1.0
891,48985,1099,1.0
892,48985,1199,4.0
893,48985,5253,1.5
894,48985,5264,1.0
895,48985,928,4.0
896,48985,2178,2.0
897,48985,2576,2.0
898,48985,4464,2.0
899,48985,4912,1.0
900,48985,5275,1.0
901,49046,2709,2.5
902,49046,2809,2.0
903,49046,2851,1.5
904,49046,3456,3.0
905,49046,226,2.5
906,49046,594,2.5
907,49046,2722,2.0
908,49046,331,2.0
909,49046,1929,2.5
910,49046,4571,2.0
911,49046,4613,2.0
912,49046,4654,2.0
913,49046,403,2.0
914,49046,415,2.5
915,49046,424,3.0
916,49046,2820,2.0
917,49046,5161,2.5
918,49046,735,3.0
919,49046,748,2.0
920,49046,947,2.5
921,49046,1039,2.5
922,49046,216,2.0
923,49046,1070,3.0
924,49046,1173,3.0
925,49046,2009,3.0
926,49046,3449,3.0
927,49046,651,3.0
928,49046,1166,3.0
929,49046,1176,3.0
930,49046,1243,2.0
931,49046,355,3.0
932,49046,725,2.0
933,49046,2059,3.5
934,49046,3665,2.0
935,49046,3699,3.0
936,49046,3747,2.5
937,50570,537,1.0
938,50570,2730,1.0
939,50570,3557,1.0
940,50570,4996,2.5
941,50570,131,1.0
942,50570,562,1.0
943,50570,2121,3.0
944,50570,2756,1.0
945,50570,2876,1.0
946,50570,4621,1.0
947,50570,4633,4.0
948,50570,4702,1.0
949,50570,5007,3.0
950,50570,5113,1.0
951,50570,451,2.0
952,50570,455,2.5
953,50570,4773,3.0
954,50570,5257,2.5
955,50570,764,1.0
956,50570,1238,1.0
957,50570,1762,3.0
958,50570,4625,1.0
959,50570,4873,1.0
960,50570,4924,2.0
961,50570,632,1.0
962,50570,1817,1.0
963,50570,1981,3.0
964,50570,2281,2.0
965,50570,3483,1.0
966,50570,3610,3.0
967,50570,293,2.0
968,50570,1127,3.0
969,50570,5105,1.0
970,50570,5108,1.0
971,50570,658,4.0
972,50570,1136,4.0
973,50570,1164,1.0
974,50570,1995,3.0
975,50570,4979,1.0
976,57595,105,2.5
977,57595,1984,2.5
978,57595,3412,3.5
979,57595,257,1.0
980,57595,577,3.0
981,57595,597,1.0
982,57595,2843,3.0
983,57595,609,3.0
984,57595,2213,4.0
985,57595,4668,4.0
986,57595,5021,1.5
987,57595,5041,1.0
988,57595,4798,3.0
989,57595,5274,1.5
990,57595,762,3.0
991,57595,937,2.5
992,57595,1019,4.0
993,57595,1729,3.0
994,57595,2343,3.0
995,57595,3442,3.5
996,57595,1158,4.0
997,57595,1221,3.5
998,57595,5003,4.0
999,57595,5100,4.0
1000,57595,1772,2.5
1001,57595,2192,4.0
1002,57595,3671,4.0
1003,57595,4371,1.5
1004,57595,4821,4.0
1005,58138,2948,1.0
1006,58138,221,1.5
1007,58138,586,1.0
1008,58138,588,1.0
1009,58138,1698,2.0
1010,58138,2171,1.0
1011,58138,134,2.0
1012,58138,187,1.0
1013,58138,657,1.0
1014,58138,2160,2.0
1015,58138,2191,3.0
1016,58138,2876,3.0
1017,58138,450,1.0
1018,58138,4786,3.0
1019,58138,4819,2.0
1020,58138,4603,1.0
1021,58138,4873,1.0
1022,58138,258,1.0
1023,58138,726,1.0
1024,58138,1081,1.0
1025,58138,2026,1.0
1026,58138,2100,1.0
1027,58138,4981,1.0
1028,58138,1127,3.0
1029,58138,2303,2.0
1030,58138,5108,1.0
1031,58138,658,3.0
1032,58138,964,2.0
1033,58138,1035,3.0
1034,58138,1833,3.0
1035,58138,4365,3.0
1036,58138,4807,2.0
1037,58334,1859,3.0
1038,58334,2321,3.0
1039,58334,2715,3.0
1040,58334,2799,3.5
1041,58334,2905,1.5
1042,58334,574,2.0
1043,58334,1806,1.0
1044,58334,2213,4.0
1045,58334,4409,3.0
1046,58334,4984,3.0
1047,58334,380,4.0
1048,58334,419,3.0
1049,58334,436,3.0
1050,58334,1664,3.0
1051,58334,4579,3.0
1052,58334,748,1.0
1053,58334,1775,3.0
1054,58334,152,3.0
1055,58334,178,1.0
1056,58334,2322,3.0
1057,58334,4926,1.0
1058,58334,4932,1.0
1059,58334,1167,1.0
1060,58334,2352,3.5
1061,58334,5121,3.0
1062,58334,2047,4.0
1063,58334,4886,1.0
1064,58350,181,3.0
1065,58350,2723,2.5
1066,58350,2907,4.0
1067,58350,3393,2.0
1068,58350,576,2.0
1069,58350,1707,2.0
1070,58350,2055,3.0
1071,58350,2844,1.0
1072,58350,2255,2.5
1073,58350,4643,2.0
1074,58350,4644,3.0
1075,58350,348,3.0
1076,58350,354,2.0
1077,58350,359,3.0
1078,58350,4805,3.0
1079,58350,5195,2.0
1080,58350,669,2.0
1081,58350,958,3.0
1082,58350,977,3.0
1083,58350,2151,2.0
1084,58350,2736,2.0
1085,58350,3443,2.0
1086,58350,4919,3.0
1087,58350,5241,3.0
1088,58350,1026,2.0
1089,58350,1189,3.0
1090,58350,1194,2.0
1091,58350,1243,2.0
1092,58350,1842,3.0
1093,58350,982,2.0
1094,58350,1037,2.0
1095,58350,1073,2.0
1096,58350,3760,3.0
1097,58350,5132,3.0
1098,58501,2183,1.5
1099,58501,2902,2.5
1100,58501,3550,1.5
1101,58501,1874,1.5
1102,58501,2143,3.0
1103,58501,2843,2.5
1104,58501,4615,2.0
1105,58501,4621,2.0
1106,58501,4895,1.0
1107,58501,419,2.0
1108,58501,5274,3.5
1109,58501,620,2.5
1110,58501,966,2.5
1111,58501,1180,1.5
1112,58501,4729,1.5
1113,58501,2251,2.0
1114,58501,3535,1.5
1115,58501,3585,1.0
1116,58501,3751,1.5
1117,58501,4681,1.0
1118,58501,5218,1.5
1119,58501,1055,1.0
1120,58501,1086,3.5
1121,58501,1213,3.0
1122,58501,2091,3.0
1123,58501,2218,1.5
1124,58501,2279,1.0
1125,58501,663,3.0
1126,58501,2758,1.5
1127,58501,2797,4.0
1128,58501,4971,2.5
1129,58501,5287,2.0
1130,58607,189,3.5
1131,58607,206,1.5
1132,58607,1744,2.5
1133,58607,2197,1.5
1134,58607,2804,3.0
1135,58607,587,2.0
1136,58607,1206,3.0
1137,58607,608,2.5
1138,58607,4624,2.5
1139,58607,5135,3.5
1140,58607,390,2.0
1141,58607,439,3.5
1142,58607,449,2.0
1143,58607,5183,3.0
1144,58607,624,2.0
1145,58607,1027,2.0
1146,58607,4662,2.5
1147,58607,4729,2.5
1148,58607,4844,2.0
1149,58607,556,3.5
1150,58607,721,2.5
1151,58607,2308,3.0
1152,58607,3424,1.0
1153,58607,3551,2.0
1154,58607,5000,2.5
1155,58607,1111,2.5
1156,58607,1172,3.0
1157,58607,5108,1.5
1158,58607,5127,4.0
1159,58607,724,4.0
1160,58607,998,2.0
1161,58607,1212,3.0
1162,58607,5026,4.0
1163,58607,5095,3.0
1164,58725,189,2.0
1165,58725,278,1.5
1166,58725,2258,2.0
1167,58725,2825,1.5
1168,58725,2902,2.0
1169,58725,3579,2.0
1170,58725,1874,1.0
1171,58725,2832,3.5
1172,58725,191,3.5
1173,58725,605,2.0
1174,58725,4604,1.0
1175,58725,4699,2.0
1176,58725,4970,2.0
1177,58725,455,2.5
1178,58725,614,2.5
1179,58725,4733,2.5
1180,58725,617,2.0
